FID,API,API10,CompanyNam,County,Latitude,Longitude,Owner,OwnerName2,PermitDate,Township,WellName,WellNumber,WellStatus,meta_sourc,AltName_20,CompanyN_1,Vol_InDist,Vol_OutDis,AltName_21,CompanyN_2,Vol_InDi_1,Vol_OutD_1,AltName_22,CompanyN_3,Vol_InDi_2,Vol_OutD_2,AltName_23,CompanyN_4,Vol_InDi_3,Vol_OutD_3,AltName_24,CompanyN_5,Vol_InDi_4,Vol_OutD_4,AltName_25,CompanyN_6,Vol_InDi_5,Vol_OutD_5,AltName_26,CompanyN_7,Vol_InDi_6,Vol_OutD_6,AltName_27,CompanyN_8,Vol_InDi_7,Vol_OutD_7,AltName_28,CompanyN_9,Vol_InDi_8,Vol_OutD_8,AltName_29,Company_10,Vol_InDi_9,Vol_OutD_9,AltName_30,Company_11,Vol_InD_10,Vol_Out_10,AltName_31,Company_12,Vol_InD_11,Vol_Out_11,AltName_32,Company_13,Vol_InD_12,Vol_Out_12,AltName_33,Company_14,Vol_InD_13,Vol_Out_13,AltName_34,Company_15,Vol_InD_14,Vol_Out_14,AltName_35,Company_16,Vol_InD_15,Vol_Out_15,AltName_36,Company_17,Vol_InD_16,Vol_Out_16,AltName_37,Company_18,Vol_InD_17,Vol_Out_17,AltName_38,Company_19,Vol_InD_18,Vol_Out_18,AltName_39,Company_20,Vol_InD_19,Vol_Out_19,AltName_40,Company_21,Vol_InD_20,Vol_Out_20,AltName_41,Company_22,Vol_InD_21,Vol_Out_21,AltName_42,Company_23,Vol_InD_22,Vol_Out_22,AltName_43,Company_24,Vol_InD_23,Vol_Out_23,AltName_44,Company_25,Vol_InD_24,Vol_Out_24,AltName_45,Company_26,Vol_InD_25,Vol_Out_25,AltName_46,Company_27,Vol_InD_26,Vol_Out_26,AltName_47,Company_28,Vol_InD_27,Vol_Out_27,AltName_48,Company_29,Vol_InD_28,Vol_Out_28,AltName_49,Company_30,Vol_InD_29,Vol_Out_29,AltName_50,Company_31,Vol_InD_30,Vol_Out_30,AltName_51,Company_32,Vol_InD_31,Vol_Out_31,AltName_52,Company_33,Vol_InD_32,Vol_Out_32,AltName_53,Company_34,Vol_InD_33,Vol_Out_33,AltName_54,Company_35,Vol_InD_34,Vol_Out_34,AltName_55,Company_36,Vol_InD_35,Vol_Out_35,AltName_56,Company_37,Vol_InD_36,Vol_Out_36,AltName_57,Company_38,Vol_InD_37,Vol_Out_37,Total_In,Total_Out,Total
198,34200000000000,3415524099,"Highland Field Services, LLC",TRUMBULL,41.24425756,-80.58309636,HIGHLAND FIELD SERVICES LLC,.,.,BROOKFIELD,HIGHLAND BROOKFIELD (SWIW #37)     5,.,DR,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,"Highland Field Services, LLC",0,0,.,"Highland Field Services, LLC",0,0,.,"Highland Field Services, LLC",0,0,.,"Highland Field Services, LLC",0,64708,.,"Highland Field Services, LLC",0,0,.,"Highland Field Services, LLC",0,0,.,"Highland Field Services, LLC",0,0,.,"Highland Field Services, LLC",0,0,0,64708,64708
199,34200000000000,3415523759,KDA,TRUMBULL,41.24750584,-80.64312925,KLEESE DEVELOPMENT ASSOCIATES,.,.,VIENNA,KLEESE (SWIW #25)     5,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,KDA,Kleese Development (KDA),4600,44686,KDA,Kleese Development (KDA),8293,55289,KDA,Kleese Development (KDA),10650,75720,KDA,Kleese Development (KDA),7822,91643,KDA,Kleese Development (KDA),11060,73959,KDA,Kleese Development (KDA),5654,68378,KDA,Kleese Development (KDA),7345,73870,KDA,Kleese Development (KDA),5907,84379,KDA,Kleese Development (KDA),7611,84363,KDA,Kleese Development (KDA),0,2608,KDA,Kleese Development (KDA),0,0,KDA,Kleese Development (KDA),0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,.,KDA,0,0,68942,654895,723837
200,34200000000000,3415524079,KTCA Holdings,TRUMBULL,41.24926558,-80.66477388,KTCA HOLDINGS LLC,.,.,VIENNA,B & J NO 1 INJECTION (SWIW #33)     1,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,KTCA Holdings,0,14030,.,KTCA Holdings,1108,94123,.,KTCA Holdings,3820,56890,.,KTCA Holdings,140,63450,.,KTCA Holdings,575,165692,.,KTCA Holdings,2520,229234,.,KTCA Holdings,53593,309948,.,KTCA Holdings,46185,229911,.,KTCA Holdings,54896,387435,.,KTCA Holdings,59629,381397,.,KTCA Holdings,12287,196534,.,KTCA Holdings,10682,157171,.,KTCA Holdings,0,0,.,KTCA Holdings,0,0,245435,2285815,2531250
201,34100000000000,3413322523,Diamond Disposal,PORTAGE,41.25199975,-81.01959311,DIAMOND DISPOSAL LLC,.,.,WINDHAM,MILLER {SWIW #12}     1,.,AI,SWD-july2018,.,"Annarock Petroleum, LLC",12677,288,.,"Annarock Petroleum, LLC",8598,440,.,"Annarock Petroleum, LLC",11670,70,.,"Annarock Petroleum, LLC",10124,895,.,"Annarock Petroleum, LLC",10486,5239,.,"Annarock Petroleum, LLC",6125,2952,.,"Annarock Petroleum, LLC",5502,1434,.,"Annarock Petroleum, LLC",5126,195,.,"Annarock Petroleum, LLC",1065,3860,.,"Annarock Petroleum, LLC",3229,2752,Annarock Petroleum,Lake Energy LLC,2089,2012,.,"Lake Energy, LLC",1330,2904,.,"Lake Energy, LLC",1107,1080,.,"Lake Energy, LLC",1445,1010,.,"Lake Energy, LLC",0,256,.,"Lake Energy, LLC",1355,0,.,"Lake Energy, LLC",811,400,.,"Lake Energy, LLC",3030,0,.,"Lake Energy, LLC",8733,0,.,"Lake Energy, LLC",14502,0,Lake Energy,"Diamond Disposal, LLC",7930,20139,.,Diamond Disposal,32880,31616,.,Diamond Disposal,18659,26204,.,Diamond Disposal,5614,56375,.,Diamond Disposal,5407,54856,.,Diamond Disposal,9073,35075,.,Diamond Disposal,5612,30002,.,Diamond Disposal,15340,12194,.,Diamond Disposal,10412,5595,.,Diamond Disposal,19980,6255,.,Diamond Disposal,8602,9652,.,Diamond Disposal,12338,14325,.,Diamond Disposal,10884,27189,.,Diamond Disposal,8248,20298,.,Diamond Disposal,6712,10011,.,Diamond Disposal,7524,15782,.,Diamond Disposal,0,0,.,Diamond Disposal,0,0,315190,411831,727021
202,34100000000000,3413324462,"American Energy Associates, Inc.",PORTAGE,41.25869079,-81.02441912,AMERICAN ENERGY ASSOCIATES INC,.,.,WINDHAM,SOINSKI (SWIW #37)     1,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,"American Energy Associates, Inc.",581,5063,.,"American Energy Associates, Inc.",1601,50925,.,"American Energy Associates, Inc.",568,65457,.,"American Energy Associates, Inc.",653,23175,.,"American Energy Associates, Inc.",932,17893,.,"American Energy Associates, Inc.",1382,14592,.,"American Energy Associates, Inc.",1350,6461,.,"American Energy Associates, Inc.",782,342,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,7849,183908,191757
203,34200000000000,3415523223,PAC Development,TRUMBULL,41.26497119,-80.89123671,PAC DEVELOPMENT LLC,.,.,WARREN,NATALE (SWIW #29)     2,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,KDA,Kleese Development (KDA),3681,1632,KDA,Kleese Development (KDA),6841,39649,KDA,Kleese Development (KDA),25748,85972,KDA,Kleese Development (KDA),34697,53140,KDA,Kleese Development (KDA),13370,26414,KDA,Kleese Development (KDA),10427,30025,KDA,Kleese Development (KDA),5946,55586,KDA,Kleese Development (KDA),2868,69641,KDA,Kleese Development (KDA),5167,63334,KDA,Kleese Development (KDA),3526,60631,KDA,Kleese Development (KDA),3218,48584,PAC Development,PAC Development,739,15050,KDA,PAC Development,1903,34722,KDA,PAC Development,610,28855,PAC Development,PAC Development,1036,13229,.,PAC Development,1981,21234,.,PAC Development,3308,10779,.,PAC Development,702,11991,.,PAC Development,4445,10054,.,PAC Development,2958,25990,.,PAC Development,3103,10140,.,PAC Development,1860,24823,.,PAC Development,2517,27486,.,PAC Development,1316,23147,.,PAC Development,2107,16653,.,PAC Development,0,0,.,PAC Development,0,0,144075,808760,952835
204,34100000000000,3413320747,"EnerVest Operating, LLC",PORTAGE,41.26685944,-81.28138725,ENERVEST OPERATING LLC,.,.,SHALERSVILLE,SOLAK {SWIW #3}     1,.,AI,SWD-july2018,.,"EnerVest Operating, LLC",2963,0,.,"EnerVest Operating, LLC",3729,0,.,"EnerVest Operating, LLC",3684,0,.,"EnerVest Operating, LLC",1621,0,.,"EnerVest Operating, LLC",2915,0,.,"EnerVest Operating, LLC",1942,0,.,"EnerVest Operating, LLC",145,0,.,"EnerVest Operating, LLC",1481,0,.,"EnerVest Operating, LLC",4944,0,.,"EnerVest Operating, LLC",2135,0,.,"EnerVest Operating, LLC",2800,0,.,"EnerVest Operating, LLC",1629,0,.,"EnerVest Operating, LLC",2829,0,.,"EnerVest Operating, LLC",2590,0,.,"EnerVest Operating, LLC",1615,0,.,"EnerVest Operating, LLC",3567,0,.,"EnerVest Operating, LLC",3831,0,.,"EnerVest Operating, LLC",3100,0,.,"EnerVest Operating, LLC",131,0,.,"EnerVest Operating, LLC",219,0,.,"EnerVest Operating, LLC",2897,0,.,"EnerVest Operating, LLC",2659,0,.,"EnerVest Operating, LLC",975,0,.,"EnerVest Operating, LLC",1037,0,.,"EnerVest Operating, LLC",1862,0,.,"EnerVest Operating, LLC",513,0,.,"EnerVest Operating, LLC",440,0,.,"EnerVest Operating, LLC",1437,0,.,"EnerVest Operating, LLC",641,0,.,"EnerVest Operating, LLC",453,0,.,"EnerVest Operating, LLC",673,0,.,"EnerVest Operating, LLC",492,0,.,"EnerVest Operating, LLC",106,0,.,"EnerVest Operating, LLC",66,0,.,"EnerVest Operating, LLC",45,0,.,"EnerVest Operating, LLC",87,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,68083,0,68083
205,34200000000000,3415523196,PAC Development,TRUMBULL,41.26840397,-80.89133474,PAC DEVELOPMENT LLC,.,.,WARREN,NATALE (SWIW #28)     1,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,KDA,Kleese Development (KDA),5945,17337,KDA,Kleese Development (KDA),16524,24698,KDA,Kleese Development (KDA),10385,29714,KDA,Kleese Development (KDA),5791,56021,KDA,Kleese Development (KDA),2704,71068,KDA,Kleese Development (KDA),5115,64248,KDA,Kleese Development (KDA),4791,58515,KDA,Kleese Development (KDA),2787,48984,PAC Development,PAC Development,926,14911,KDA,PAC Development,1283,35372,KDA,PAC Development,610,28855,PAC Development,PAC Development,1036,13229,.,PAC Development,1981,21234,.,PAC Development,3311,9485,.,PAC Development,931,11634,.,PAC Development,4932,9211,.,PAC Development,1849,28447,.,PAC Development,3075,11044,.,PAC Development,2024,24384,.,PAC Development,2271,28230,.,PAC Development,852,24156,.,PAC Development,1646,17135,.,PAC Development,0,0,.,PAC Development,0,0,80771,647912,728683
206,34200000000000,3415520682,Big Sky Energy,TRUMBULL,41.30977097,-80.61325621,BIG SKY ENERGY INC,.,.,HARTFORD,OHIO WATER SERVICE {SWIW#11}     2,.,AI,SWD-july2018,.,Big Sky Energy,1081,571,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,Big Sky Energy,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,Big Sky Energy,79,0,.,.,0,0,.,.,0,0,.,Big Sky Energy,459,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,1619,571,2190
207,34200000000000,3415522403,Heckman Water Resources,TRUMBULL,41.31561639,-80.61818625,HECKMANN WATER RESOURCES (CVR) INC,.,.,FOWLER,EASTERN PETROLEUM SERVICES INC. {SWIW#7}     1-D,.,AI,SWD-july2018,.,"Annarock Petroleum, LLC",6827,13322,.,"Annarock Petroleum, LLC",6417,16379,.,"Annarock Petroleum, LLC",5720,11188,.,"Annarock Petroleum, LLC",5952,11895,.,"Annarock Petroleum, LLC",2644,17434,.,"Annarock Petroleum, LLC",1753,19845,.,"Annarock Petroleum, LLC",787,18430,.,"Annarock Petroleum, LLC",2213,9927,.,"Annarock Petroleum, LLC",5880,2500,.,Heckman Water Resources,572,14893,.,Heckman Water Resources INC.,0,17171,.,Heckman Water Resources INC.,0,14854,Annarock,Heckman Water Resources INC.,3731,52584,Nuverra,Heckman Water Resources INC.,2031,44382,Nuverra/ Heckman,Heckman Water Resources INC.,159,40021,.,Nuverra/Heckman,206,62845,.,Nuverra/Heckman,100,70862,.,Nuverra/Heckman,0,58970,Nuverra,Heckman Water Resources INC.,155,56004,.,Nuverra/Heckman,0,53628,.,Nuverra/Heckman,0,55786,.,Nuverra/Heckman,630,60049,.,Nuverra/Heckman,0,37814,.,Nuverra/Heckman,0,12006,.,Nuverra/Heckman,100,25401,.,Nuverra/Heckman,0,9944,Nuverra,Heckman Water Resources,0,315,Nuverra,Heckman Water Resources,434,23206,Nuverra,Heckman Water Resources,363,6592,Nuverra,Heckman Water Resources,261,1587,.,Heckman Water Resources,166,20448,.,Heckman Water Resources,614,30067,.,Heckman Water Resources,109,39298,.,Heckman Water Resources,411,32560,.,Heckman Water Resources,5492,41443,.,Heckman Water Resources,2249,34346,.,Heckman Water Resources,0,0,.,Heckman Water Resources,0,0,61264,1072864,1134129
208,34100000000000,3409321236,S & H Water Service,LORAIN,41.32624167,-81.99451162,S & H WATER SERVICE,.,.,EATON,SAUTER {SWIW#1}     1,.,AI,SWD-july2018,.,S & H Water Service,9839,0,.,S & H Water Service,10045,0,.,S & H Water Service,10131,0,.,S & H Water Service,10473,0,.,S & H Water Service,11989,0,.,S & H Water Service,11446,0,.,S & H Water Service,10943,0,.,S & H Water Service,10228,0,.,S & H Water Service,9833,0,.,S & H Water Service,9414,0,.,S & H Water Service,10388,0,.,S & H Water Service,4977,0,.,S & H Water Service,9969,0,.,S & H Water Service,9873,0,.,S & H Water Service,9372,0,.,S & H Water Service,9671,0,.,S & H Water Service,9862,0,.,S & H Water Service,11176,0,.,S & H Water Service,7144,0,.,S & H Water Service,11431,0,.,S & H Water Service,11655,0,.,S & H Water Service,11372,0,.,S & H Water Service,7412,0,.,S & H Water Service,7044,0,.,S & H Water Service,6988,0,.,S & H Water Service,7006,0,.,S & H Water Service,5505,0,.,S & H Water Service,5977,0,.,S & H Water Service,5421,0,.,S & H Water Service,5518,0,.,S & H Water Service,0,0,.,S & H Water Service,0,0,.,S & H Water Service,0,0,.,S & H Water Service,0,0,.,S & H Water Service,0,0,.,S & H Water Service,1236,0,.,S & H Water Service,0,0,.,S & H Water Service,0,0,297316,0,297316
209,34100000000000,3406920139,Second Oil Ltd.,HENRY,41.32769221,-83.95943875,SECOND OIL LTD,.,.,RICHFIELD,SHIDLER JAMES (SWIW #2)     3-4 SWD,.,AI,SWD-july2018,.,OGE Energy Ltd.,0,0,.,OGE Energy Ltd,0,0,.,.,0,0,.,OGE Energy Ltd.,0,0,.,OGE Energy Ltd.,0,0,.,OGE Energy Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd,0,0,.,Second Oil  LTD,0,0,OGE ENERGY LTD.,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,20,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,OGE ENERGY LTD,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,20,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,.,Second Oil Ltd.,0,0,40,0,40
210,34000000000000,3404320043,Geopetro LLC,ERIE,41.32997506,-82.38300938,GEOPETRO LLC,.,.,FLORENCE,FLEMING {SWIW#2}     1,.,AI,SWD-july2018,.,.,0,0,.,Geopetro LLC,9859,0,.,Geopetro LLC,8851,0,.,Geopetro LLC,11101,0,.,Geopetro LLC,9845,0,.,Geopetro LLC,9996,0,.,Geopetro LLC,6095,0,.,Geopetro LLC,7397,0,.,Geopetro LLC,4692,0,.,Geopetro LLC,8245,0,.,Geopetro LLC,7236,0,.,Geopetro LLC,5436,0,.,Geopetro LLC,11505,0,.,Geopetro LLC,8848,0,.,Geopetro LLC,6816,0,.,Geopetro LLC,8295,0,.,Geopetro LLC,9072,0,.,Geopetro LLC,5522,0,.,Geopetro LLC,5088,0,.,Geopetro LLC,6395,0,.,Geopetro LLC,6556,0,.,Geopetro LLC,5158,0,.,Geopetro LLC,4612,0,.,Geopetro LLC,5915,0,.,Geopetro LLC,6013,0,.,Geopetro LLC,2756,0,.,Geopetro LLC,0,0,.,Geopetro LLC,2190,0,.,Geopetro LLC,3539,0,.,Geopetro LLC,5856,0,.,Geopetro LLC,4473,0,.,Geopetro LLC,4063,0,.,Geopetro LLC,6023,0,.,Geopetro LLC,7320,0,.,Geopetro LLC,4451,0,.,Geopetro LLC,4790,0,.,Geopetro LLC,0,0,.,Geopetro LLC,0,0,243699,0,243699
211,34100000000000,3413320525,Heckman Water Resources,PORTAGE,41.33125923,-81.18405396,HECKMANN WATER RESOURCES (CVR) INC,.,.,HIRAM,J & D BLAZDEK {SWIW #1}     2,.,AI,SWD-july2018,.,"Ray Pander Trucking, Inc.",19248,0,.,"Ray Pander Trucking, Inc.",21479,6,.,"Ray Pander Trucking, Inc.",7697,0,.,"Ray Pander Trucking, Inc.",1707,12318,.,"Ray Pander Trucking, Inc.",82757,9768,.,"Ray Pander Trucking, Inc.",63217,32896,.,"Ray Pander Trucking, Inc.",20123,48628,.,"Ray Pander Trucking, Inc.",14011,75310,.,"Ray Pander Trucking, Inc.",8703,94283,.,"Ray Pander Trucking, Inc.",4609,84346,.,"Ray Pander Trucking, Inc.",2659,37289,Heckmann,"Ray Pander Trucking, Inc.",4132,3468,"Ray Pander Trucking, Inc.",Heckman Water Resources INC.,10587,21786,Nuverra,Heckman Water Resources INC.,4633,37654,Nuverra/ Heckman,"Ray Pander Trucking, Inc.",2255,18301,.,Nuverra/Heckman,1717,3347,.,Nuverra/Heckman,661,11605,.,Nuverra/Heckman,531,34391,Nuverra,Heckman Water Resources INC.,233,5999,.,Nuverra/Heckman,288,45323,.,Nuverra/Heckman,245,92567,.,Nuverra/Heckman,565,27049,.,Nuverra/Heckman,156,4569,.,Nuverra/Heckman,0,0,.,Nuverra/Heckman,0,0,.,Nuverra/Heckman,0,0,Nuverra,Heckman Water Resources,0,0,Nuverra,Heckman Water Resources,116,0,Nuverra,Heckman Water Resources,55,225,Nuverra,Heckman Water Resources,59,0,.,Heckman Water Resources,0,113,.,Heckman Water Resources,228,1152,.,Heckman Water Resources,645,17390,.,Heckman Water Resources,5481,938,.,Heckman Water Resources,1450,17505,.,Heckman Water Resources,932,8805,.,Heckman Water Resources,0,0,.,Heckman Water Resources,0,0,446693,766567,1213260
212,34100000000000,3413324096,"Salty's Disposal Well, LP",PORTAGE,41.34593054,-81.0896011,STALLION SWD LP,.,.,NELSON,GROSELLE (SWIW#34)     2,.,AI,SWD-july2018,.,"Salty's Disposal Well, LP",4922,71000,.,"Salty's Disposal Well, LP",17213,133987,.,"Salty's Disposal Well, LP",6860,154077,.,"Salty's Disposal Well, LP",3936,134377,.,"Salty's Disposal Well, LP",4514,170915,.,"Salty's Disposal Well, LP",3740,112300,.,"Salty's Disposal Well, LP",2883,74247,.,"Salty's Disposal Well, LP",2660,50842,.,"Salty's Disposal Well, LP",2388,130920,.,"Salty's Disposal Well, LP",1606,154215,Stallion SWD,"Salty's Disposal Well, LP",4914,71225,Stallion SWD,"Salty's Disposal Well, LP",8140,69271,Stallion SWD,"Salty's Disposal Well, LP",14721,86252,Stallion SWD,"Salty's Disposal Well, LP",24135,116194,Stallion SWD,"Salty's Disposal Well, LP",15623,83511,Stallion SWD,"Salty's Disposal Well, LP",29166,60190,Stallion SWD,"Salty's Disposal Well, LP",41422,68507,Stallion SWD,"Salty's Disposal Well, LP",50429,74854,Stallion SWD,"Salty's Disposal Well, LP",51363,51059,.,.,0,0,Stallion SWD,"Salty's Disposal Well, LP",22045,65855,Stallion SWD,"Salty's Disposal Well, LP",23568,62065,"Stallion SWD, LP","Salty's Disposal Well, LP",13521,41458,.,"Salty's Disposal Well, LP",4443,47102,.,"Salty's Disposal Well, LP",519,14075,.,"Salty's Disposal Well, LP",431,0,.,"Salty's Disposal Well, LP",540,36479,.,"Salty's Disposal Well, LP",248,30933,.,"Salty's Disposal Well, LP",1244,4295,.,"Salty's Disposal Well, LP",753,41314,.,"Salty's Disposal Well, LP",1406,4056,.,"Salty's Disposal Well, LP",1263,1975,.,"Salty's Disposal Well, LP",790,47558,.,"Salty's Disposal Well, LP",23667,33686,.,"Salty's Disposal Well, LP",1238,105682,.,"Salty's Disposal Well, LP",494,46302,.,"Salty's Disposal Well, LP",0,0,.,"Salty's Disposal Well, LP",0,0,395833,2792608,3188441
213,0,3415521059,Big Sky Energy,.,41.34617913,-80.95245437,.,.,.,.,.,.,.,No match,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,Big Sky Energy,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,0,0,0
214,34100000000000,3413323343,"EnerVest Operating, LLC",PORTAGE,41.34693484,-81.08193008,ENERVEST OPERATING LLC,.,.,NELSON,ENERGY OPERATING SERVICES INC.{SWIW #19}     1,.,AI,SWD-july2018,.,"EnerVest Operating, LLC",4324,0,.,"EnerVest Operating, LLC",6087,0,.,"EnerVest Operating, LLC",2738,0,.,"EnerVest Operating, LLC",8269,0,.,"EnerVest Operating, LLC",7279,0,.,"EnerVest Operating, LLC",7723,0,.,"EnerVest Operating, LLC",10078,0,.,"EnerVest Operating, LLC",8443,0,.,"EnerVest Operating, LLC",5831,628,.,"EnerVest Operating, LLC",10098,1471,.,"EnerVest Operating, LLC",6891,1694,.,"EnerVest Operating, LLC",8357,1179,.,"EnerVest Operating, LLC",8329,1673,.,"EnerVest Operating, LLC",8021,1228,.,"EnerVest Operating, LLC",2343,1064,.,"EnerVest Operating, LLC",6335,1109,.,"EnerVest Operating, LLC",9384,222,.,"EnerVest Operating, LLC",10494,0,.,"EnerVest Operating, LLC",8079,0,.,"EnerVest Operating, LLC",10754,0,.,"EnerVest Operating, LLC",12051,69,.,"EnerVest Operating, LLC",10475,305,.,"EnerVest Operating, LLC",8741,152,.,"EnerVest Operating, LLC",9629,66,.,"EnerVest Operating, LLC",8732,64,.,"EnerVest Operating, LLC",6861,126,.,"EnerVest Operating, LLC",6897,0,.,"EnerVest Operating, LLC",4510,0,.,"EnerVest Operating, LLC",5409,0,.,"EnerVest Operating, LLC",3961,0,.,"EnerVest Operating, LLC",6258,0,.,"EnerVest Operating, LLC",4733,0,.,"EnerVest Operating, LLC",4900,0,.,"EnerVest Operating, LLC",5706,0,.,"EnerVest Operating, LLC",4391,0,.,"EnerVest Operating, LLC",584,0,.,"EnerVest Operating, LLC",0,0,.,"EnerVest Operating, LLC",0,0,268253,11050,279303
215,0,3404320160,Patricia Harman,.,41.38460885,-82.42884932,.,.,.,.,.,.,.,No match,.,.,0,0,.,Patricia Harman,0,0,.,Patricia Harman,0,0,.,Patricia Harman,0,0,.,Patricia Harman,0,0,.,Patricia Harman,0,0,.,Patricia Harman,0,0,.,Patricia Harman,0,0,.,Patricia Harman,0,0,.,Patricia Harman,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,0,0,0
